CustomerKey,FirstName,MiddleName,LastName,Gender,DateFirstPurchase,Customer City
21130,Mackenzie,D,Ward,Female,2019-10-28,Kirkby
21131,Gilbert,K,Nath,Male,2020-06-26,Hamburg
21132,Jeffery,E,Hu,Male,2020-06-05,Paris
21133,April,G,Kumar,Female,2020-10-23,Sèvres
21134,Bob,W,Chapman,Male,2020-05-10,London
21135,Raul,P,Raji,Male,2020-04-20,Cambridge
21136,Natasha,NULL,Carlson,Female,2020-06-09,W. York
21137,Steve,NULL,Li,Male,2020-10-18,W. York
21138,Kaylee,NULL,Phillips,Female,2019-07-30,Langford
21139,Alex,C,Adams,Male,2020-08-25,Lake Oswego
21140,Byron,A,Diaz,Male,2020-05-22,Burbank
21141,Omar,NULL,Li,Male,2020-09-28,Burien
21142,Mason,NULL,Brooks,Male,2020-12-22,Milwaukie
21143,Allison,NULL,Campbell,Female,2020-09-28,Lake Oswego
21144,Lucas,NULL,Richardson,Male,2020-09-09,Renton
21145,Mindy,NULL,Lal,Female,2020-10-31,Burlingame
21146,Robert,L,Taylor,Male,2020-09-05,Spokane
21147,Angel,NULL,Rogers,Male,2020-09-24,Kirkland
21148,Brianna,L,Gonzales,Female,2019-07-04,N. Vancouver
21149,Miguel,A,Diaz,Male,2020-09-13,Corvallis
21150,Alyssa,NULL,Ramirez,Female,2020-09-06,Sedro Woolley
21151,Aaron,C,Campbell,Male,2020-09-10,Bellflower
21152,Amanda,NULL,Hill,Female,2020-09-01,Glendale
21153,James,R,Thompson,Male,2020-09-10,San Carlos
21154,Michael,M,Clark,Male,2020-12-05,Mill Valley
21155,Jeremiah,D,Flores,Male,2020-09-09,Lincoln Acres
21156,Maria,E,Lopez,Female,2020-09-17,Corvallis
21157,Robert,J,Perry,Male,2020-06-09,Burbank
21158,Trevor,J,Patterson,Male,2020-03-04,Redmond
21159,Kaitlyn,NULL,Rodriguez,Female,2020-02-20,Corvallis
21160,April,NULL,Xie,Female,2020-09-26,Chula Vista
21161,Megan,NULL,Johnson,Female,2020-09-22,Puyallup
21162,Brooke,NULL,Sanchez,Female,2020-09-25,Lakewood
21163,William,NULL,Williams,Male,2021-01-28,Bellflower
21164,Troy,NULL,Raman,Male,2020-08-07,Chula Vista
21165,Sheila,J,Gomez,Female,2019-01-28,Lavender Bay
21166,Tamara,E,Yuan,Female,2018-12-31,South Melbourne
21167,Kara,NULL,Becker,Female,2019-01-21,Port Macquarie
21168,Clifford,C,Chapman,Male,2019-01-17,Goulburn
21169,Nancy,C,Arun,Female,2019-01-28,Brisbane
21170,Edwin,O,Sun,Male,2020-10-10,Gold Coast
21171,Christopher,E,Taylor,Male,2020-05-06,Rockhampton
21172,Francisco,D,Sanchez,Male,2020-03-12,Caloundra
21173,Chad,C,Yuan,Male,2018-12-31,Wollongong
21174,Andre,NULL,Smith,Male,2020-09-19,Rockhampton
21175,Armando,S,Gomez,Male,2020-07-21,North Ryde
21176,Raul,L,Chande,Male,2020-01-30,Milsons Point
21177,Kara,S,Nath,Female,2020-08-06,Caloundra
21178,Jillian,NULL,Saunders,Female,2020-08-12,Gold Coast
21179,Jaclyn,C,Zhou,Female,2019-01-24,Brisbane
21180,Katherine,NULL,Flores,Female,2019-01-19,Sunbury
21181,Summer,E,Sullivan,Female,2020-09-14,Darlinghurst
21182,Lori,NULL,Navarro,Female,2020-12-05,Findon
21183,Hector,NULL,Moreno,Male,2019-01-05,Brisbane
21184,Harold,M,Rodriguez,Male,2020-08-27,Findon
21185,Gilbert,J,Jai,Male,2020-12-31,Springwood
21186,Randall,Z,Vazquez,Male,2020-04-26,Brisbane
21187,Darrell,J,Luo,Male,2020-07-01,Springwood
21188,Clifford,NULL,Sanchez,Male,2020-05-30,Bendigo
21189,Desiree,D,Rubio,Female,2019-01-26,Caloundra
21190,Pablo,NULL,Rovira Diez,Male,2020-02-08,East Brisbane
21191,Willie,NULL,Lu,Male,2019-01-03,Rhodes
21192,Regina,NULL,Sai,Female,2019-01-18,North Ryde
21193,Philip,NULL,Hernandez,Male,2018-12-29,North Ryde
21194,Tara,NULL,Nara,Female,2019-01-25,St. Leonards
21195,Rafael,N,Xu,Male,2019-01-13,Seaford
21196,Kathleen,NULL,Alonso,Female,2020-08-26,Sydney
21197,Sheena,D,Pal,Female,2019-01-11,Hawthorne
21198,Madison,J,Williams,Female,2020-10-01,Cranbourne
21199,Ruth,L,Raman,Female,2019-01-05,Malabar
21200,Alison,NULL,Kumar,Female,2019-01-01,Gold Coast
21201,Anna,NULL,Rogers,Female,2019-01-11,Goulburn
21202,Theresa,NULL,Torres,Female,2019-01-27,Geelong
21203,Mary,NULL,Allen,Female,2019-01-25,Gold Coast
21204,Candice,I,Lu,Female,2020-09-22,Melton
21205,Denise,L,Vance,Female,2019-01-24,Silverwater
21206,Roberto,R,Moreno,Male,2018-12-31,Perth
21207,Vincent,D,Li,Male,2020-05-25,Hervey Bay
21208,Olivia,NULL,Griffin,Female,2020-04-28,Sunbury
21209,Randall,F,Moreno,Male,2020-09-07,Gold Coast
21210,Colin,L,Luo,Male,2020-03-24,Silverwater
21211,Louis,E,He,Male,2019-01-14,Goulburn
21212,Nicolas,D,Lal,Male,2020-02-21,Hervey Bay
21213,Peter,E,Black,Male,2020-10-26,Hervey Bay
21214,Corey,T,She,Male,2019-01-19,Matraville
21215,Tiffany,K,Yang,Female,2019-01-07,Wollongong
21216,Larry,E,Blanco,Male,2019-01-08,Bendigo
21217,Casey,NULL,Xie,Female,2019-02-18,Cloverdale
21218,Wyatt,D,Rodriguez,Male,2019-02-12,Caloundra
21219,Candice,S,Zhu,Female,2019-02-21,Geelong
21220,Meghan,NULL,Moyer,Female,2020-03-30,St. Leonards
21221,Martin,L,Sai,Male,2020-07-29,Darlinghurst
21222,Kelvin,K,Xu,Male,2019-02-15,East Brisbane
21223,Evelyn,A,Suri,Female,2020-03-25,Rhodes
21224,Jamie,S,Alan,Male,2020-10-08,Townsville
21225,Michele,E,Jai,Female,2019-02-06,Newcastle
21226,Dale,L,Nara,Male,2019-02-18,North Ryde
21227,Melanie,NULL,Morgan,Female,2020-09-24,Caloundra
21228,Cassidy,NULL,Henderson,Female,2019-02-10,Bendigo
21229,Latoya,S,Jai,Female,2019-02-27,Caloundra
21230,Carla,V,Rodriguez,Female,2019-02-06,Caloundra
21231,Christine,A,Goel,Female,2019-02-24,Hawthorne
21232,Levi,G,Garcia,Male,2020-12-19,Matraville
21233,Christopher,E,Smith,Male,2020-04-04,San Carlos
21234,Brianna,A,Rivera,Female,2020-02-18,Coronado
21235,Stephanie,V,Hernandez,Female,2020-09-17,Bellflower
21236,Adrian,J,Peterson,Male,2020-08-25,Port Orchard
21237,Luke,NULL,Washington,Male,2020-08-12,Newport Beach
21238,Carl,NULL,Tang,Male,2020-04-03,Cliffside
21239,Christy,I,Liang,Female,2020-06-30,Perth
21240,Aaron,NULL,Jenkins,Male,2020-03-20,Torrance
21241,Carson,L,Griffin,Male,2020-05-10,Woodburn
21242,Morgan,M,Patterson,Female,2020-03-12,San Carlos
21243,Juan,M,Bailey,Male,2020-08-06,Torrance
21244,Allison,E,Torres,Female,2020-06-04,Glendale
21245,Samantha,E,Rodriguez,Female,2020-06-22,Los Angeles
21246,Samuel,NULL,Nelson,Male,2020-09-17,Burbank
21247,Alex,E,Sanders,Male,2020-10-04,Sedro Woolley
21248,Ramon,NULL,Li,Male,2020-08-10,Gold Coast
21249,Alvin,NULL,Xu,Male,2020-11-26,Columbus
21250,Fernando,E,Coleman,Male,2020-04-24,Lebanon
21251,Erika,C,Dominguez,Female,2020-07-08,Cliffside
21252,Luis,G,Chen,Male,2020-02-10,Metchosin
21253,Victoria,NULL,Williams,Female,2020-09-24,Everett
21254,Tonya,M,Black,Female,2020-02-11,Geelong
21255,Martha,R,Lu,Female,2020-03-08,Bendigo
21256,Meghan,I,Torres,Female,2019-02-16,Lavender Bay
21257,Evelyn,S,Subram,Female,2019-02-01,Rockhampton
21258,Alfredo,NULL,Serrano,Male,2019-02-04,Matraville
21259,Curtis,NULL,Cai,Male,2019-02-07,Wollongong
21260,Ariana,A,Howard,Female,2020-09-27,Port Orchard
21261,Jessica,NULL,Kelly,Female,2020-04-19,Santa Cruz
21262,Sara,R,Edwards,Female,2020-12-06,Spring Valley
21263,Gail,L,Russell,Female,2020-06-06,Cliffside
21264,Caleb,NULL,Butler,Male,2020-09-11,Redmond
21265,Richard,D,Stone,Male,2020-09-04,Burlingame
21266,Taylor,NULL,Washington,Female,2019-08-05,N. Vancouver
21267,Charles,NULL,Parker,Male,2020-09-07,Port Orchard
21268,Elizabeth,S,Lewis,Female,2020-10-07,Burlingame
21269,Blake,NULL,Clark,Male,2020-10-06,Berkeley
21270,Daniel,NULL,Jackson,Male,2020-07-06,Seattle
21271,Thomas,NULL,Wang,Male,2020-10-17,Oakland
21272,Nicole,L,Ward,Female,2019-08-09,Port Hammond
21273,Jennifer,NULL,Thomas,Female,2020-07-21,Olympia
21274,Seth,NULL,Scott,Male,2020-09-14,Novato
21275,Abigail,NULL,Cox,Female,2020-10-16,Novato
21276,Ian,NULL,Coleman,Male,2020-10-12,Metchosin
21277,Lucas,O,Thompson,Male,2020-10-12,Shawnee
21278,Julia,C,King,Female,2020-12-30,Beaverton
21279,Linda,R.,Rousey,Female,2020-08-01,Seaford
21280,Justin,J,Walker,Male,2020-12-10,Burien
21281,Andrea,NULL,Hill,Female,2020-10-28,Chula Vista
21282,Julia,NULL,Smith,Female,2020-10-09,Fremont
21283,Orlando,M,Jiménez,Male,2020-04-14,Townsville
21284,Cody,A,Stewart,Male,2019-08-06,Shawnee
21285,Mackenzie,NULL,Rivera,Female,2020-05-16,Corvallis
21286,Luke,J.,Roy,Male,2020-11-15,Beverly Hills
21287,Kendra,NULL,Jimenez,Female,2020-08-15,Chula Vista
21288,Hunter,NULL,Hall,Male,2020-04-27,Palo Alto
21289,Warren,A,Wang,Male,2020-11-12,Burien
21290,Angel,NULL,Torres,Male,2020-11-17,Lake Oswego
21291,Rachel,C,Morris,Female,2020-12-19,Lynnwood
21292,Austin,NULL,Martinez,Male,2020-09-02,W. Linn
21293,Ashley,NULL,Garcia,Female,2020-12-17,Concord
21294,David,A,Foster,Male,2020-04-12,Redwood City
21295,Benjamin,J,Thomas,Male,2020-11-08,N. Vancouver
21296,Luis,L,Hall,Male,2021-01-16,Ballard
21297,Melanie,L,Murphy,Female,2020-12-16,Lake Oswego
21298,Noah,NULL,Collins,Male,2020-03-26,Lebanon
21299,Hannah,NULL,Gonzales,Female,2020-03-03,Marysville
21300,Kaylee,NULL,Morgan,Female,2020-01-14,Fremont
21301,Sierra,NULL,Gonzalez,Female,2021-01-19,Corvallis
21302,Logan,F,Foster,Male,2020-05-22,Milwaukie
21303,Sydney,L,Jenkins,Female,2020-07-28,Torrance
21304,Jada,NULL,Cooper,Female,2020-05-22,Issaquah
21305,Hunter,J,Garcia,Male,2019-08-15,Shawnee
21306,Jackson,J,Perry,Male,2020-12-05,Langford
21307,Olivia,A,Jones,Female,2020-03-30,El Cajon
21308,Kayla,L,Garcia,Female,2020-12-09,Sooke
21309,Julia,NULL,Anderson,Female,2020-02-09,San Gabriel
21310,Mariah,L,Hayes,Female,2020-03-02,Los Angeles
21311,Jennifer,E,Ramirez,Female,2019-08-09,Royal Oak
21312,Connor,R,Scott,Male,2020-07-30,Lebanon
21313,Beth,P,Diaz,Female,2020-05-20,Chula Vista
21314,Devin,E,Patterson,Male,2020-12-26,Sedro Woolley
21315,Audrey,NULL,Sanz,Female,2020-06-12,Burbank
21316,John,I,Thompson,Male,2020-10-13,San Carlos
21317,Lauren,C,Rivera,Female,2020-06-24,San Diego
21318,Devin,G,Richardson,Male,2020-09-28,Langford
21319,Zachary,C,Lee,Male,2020-11-28,Bellingham
21320,Hannah,L,Coleman,Female,2020-09-16,Bellingham
21321,Jon,NULL,Jai,Male,2020-03-15,Burien
21322,Carlos,M,Ramirez,Male,2020-08-21,Lebanon
21323,Robert,NULL,Jackson,Male,2020-06-19,Port Orchard
21324,Chloe,NULL,Baker,Female,2020-04-20,Beverly Hills
21325,Angela,NULL,Hayes,Female,2020-04-24,El Cajon
21326,Andrea,NULL,Green,Female,2020-06-17,Redwood City
21327,Connor,NULL,Washington,Male,2020-06-20,Torrance
21328,Xavier,NULL,Nelson,Male,2020-07-08,Oakland
21329,Wyatt,NULL,Brown,Male,2020-10-11,Redwood City
21330,Isabella,NULL,Clark,Female,2020-10-17,Redwood City
21331,Timothy,NULL,James,Male,2019-08-03,N. Vancouver
21332,Bailey,NULL,Carter,Female,2019-08-23,Langford
21333,Mackenzie,NULL,Allen,Female,2020-07-10,Woodburn
21334,Mason,NULL,Nelson,Male,2020-08-04,Los Angeles
21335,Ana,L,Coleman,Female,2020-08-04,Burien
21336,Angel,S,Perez,Male,2019-09-13,Langford
21337,Jennifer,A,Smith,Female,2020-08-20,Bellingham
21338,Victoria,A,Price,Female,2020-08-13,Berkeley
21339,Haley,J,Barnes,Female,2020-02-03,Westminster
21340,Adam,L,Wang,Male,2020-05-09,Spokane
21341,Louis,C,Liu,Male,2021-01-07,Concord
21342,Tonya,S,Xie,Female,2020-08-07,Beverly Hills
21343,Colin,NULL,Zeng,Male,2020-08-30,Burbank
21344,Trevor,E,Perry,Male,2020-09-15,Lemon Grove
21345,Kristina,S,Martinez,Female,2020-08-08,Cliffside
21346,Christian,R,Rodriguez,Male,2020-07-14,Santa Cruz
21347,Alisha,NULL,Raji,Female,2021-01-28,Cliffside
21348,Alexis,NULL,Patterson,Female,2019-09-01,Langley
21349,Bryan,NULL,Kelly,Male,2019-09-25,N. Vancouver
21350,Mindy,NULL,Sharma,Female,2020-02-23,Chula Vista
21351,James,NULL,Coleman,Male,2020-10-27,Lakewood
21352,Morgan,H,Long,Female,2019-09-11,Vancouver
21353,Karen,NULL,Wu,Female,2020-07-14,Bothell
21354,Morgan,E,Bailey,Female,2019-09-08,Langley
21355,Mya,N,Diaz,Female,2020-10-01,Marysville
21356,Gabriella,K,Evans,Female,2020-10-24,Lemon Grove
21357,Jada,NULL,Nelson,Female,2020-09-29,Everett
21358,Cody,NULL,Reed,Male,2020-03-25,Oakland
21359,Johnny,NULL,Luo,Male,2019-02-14,North Sydney
21360,Orlando,NULL,Gill,Male,2020-09-09,Lavender Bay
21361,Ricky,NULL,Romero,Male,2019-02-15,Seaford
21362,Angel,NULL,Evans,Male,2021-01-19,Sunbury
21363,Tammy,L,Arthur,Female,2020-04-27,Findon
21364,Charles,M,Gray,Male,2021-01-26,N. Vancouver
21365,Gloria,A,Ramos,Female,2020-04-27,Malabar
21366,Kelvin,C,Andersen,Male,2020-02-01,Melton
21367,Cindy,NULL,Rana,Female,2020-02-21,Port Macquarie
21368,Mason,B,Collins,Male,2020-06-29,Daly City
21369,Sarah,K,Rodriguez,Female,2020-09-29,San Diego
21370,Emmanuel,V,Martinez,Male,2020-07-16,Melton
21371,Ann,NULL,Patel,Female,2020-07-06,Milsons Point
21372,Wayne,A,Raje,Male,2020-08-21,Rockhampton
21373,Clayton,L,Liu,Male,2020-03-12,Seaford
21374,Stacey,L,Zhou,Female,2020-03-11,Sydney
21375,Carl,NULL,Sharma,Male,2020-03-02,Sydney
21376,Paula,W,Ramos,Female,2020-08-25,Sunbury
21377,Allison,NULL,Bailey,Female,2020-06-04,Goulburn
21378,Rebekah,J,Diaz,Female,2020-07-17,Hobart
21379,Colleen,S,Huang,Female,2019-02-14,Goulburn
21380,Candace,NULL,Sara,Female,2019-02-11,Goulburn
21381,Francis,D,Ruiz,Male,2020-11-13,Silverwater
21382,Brad,K,Chander,Male,2020-02-09,Hervey Bay
21383,Ricardo,NULL,Anand,Male,2020-10-31,Bendigo
21384,Ronnie,D,Lin,Male,2019-02-17,North Sydney
21385,Nicole,NULL,Peterson,Female,2020-12-18,Coronado
21386,Abigail,H,Wood,Female,2020-12-26,Fremont
21387,Nelson,C,Diaz,Male,2019-02-03,Rockhampton
21388,Nicole,NULL,Lee,Female,2020-10-15,Oregon City
21389,Jamie,NULL,Sun,Female,2019-02-05,Warrnambool
21390,Grant,NULL,Becker,Male,2020-12-08,Malabar
21391,Dawn,NULL,Xie,Female,2020-02-05,Caloundra
21392,Kelli,A,Lin,Female,2020-11-17,Rockhampton
21393,Candace,J,Arun,Female,2019-02-03,Cranbourne
21394,Gabriella,NULL,Parker,Female,2019-01-31,Warrnambool
21395,Alexia,M,Hughes,Female,2021-01-05,Bellingham
21396,Megan,NULL,Martinez,Female,2020-10-02,Burien
21397,Mason,D,Howard,Male,2020-07-17,Olympia
21398,Ethan,NULL,Diaz,Male,2020-11-25,Spring Valley
21399,Ian,NULL,Hughes,Male,2020-10-29,Woodland Hills
21400,Adam,A,Campbell,Male,2019-09-14,Haney
21401,Eric,NULL,Powell,Male,2020-10-13,Lebanon
21402,Kevin,W,King,Male,2019-02-20,Wollongong
21403,Lisa,K.,Roy,Male,2019-02-09,Rockhampton
21404,Julio,H,Sanz,Male,2019-02-21,Hervey Bay
21405,Bonnie,NULL,Shen,Female,2020-06-27,Gold Coast
21406,Troy,NULL,Chandra,Male,2020-03-18,Cranbourne
21407,Wesley,NULL,Lin,Male,2020-01-28,Cranbourne
21408,Autumn,I,Chen,Female,2019-02-09,Bendigo
21409,Johnny,NULL,Deng,Male,2020-04-24,Melton
21410,Eric,NULL,Zhang,Male,2020-11-14,Edmonds
21411,Maria,NULL,Kelly,Female,2020-11-27,Lemon Grove
21412,Jordan,NULL,Alexander,Male,2020-02-05,Royal Oak
21413,Dalton,M,Robinson,Male,2020-06-24,Issaquah
21414,Aaron,NULL,Butler,Male,2020-12-26,Lebanon
21415,Sydney,NULL,Sanchez,Female,2020-10-11,Redmond
21416,Ryan,A,Butler,Male,2020-10-21,Beverly Hills
21417,Gabrielle,T,Torres,Female,2020-10-21,Burbank
21418,Alicia,A,Chapman,Female,2019-02-09,Brisbane
21419,Gilbert,NULL,Ma,Male,2020-05-22,Coronado
21420,Isabella,C,Carter,Female,2020-10-30,Los Angeles
21421,Ashley,NULL,Ross,Female,2020-07-22,Sedro Woolley
21422,Karen,NULL,Wood,Female,2020-11-02,Oakland
21423,Connor,NULL,Adams,Male,2019-09-20,Westminster
21424,Emily,L,Alexander,Female,2020-10-09,El Cajon
21425,Carlos,NULL,Hall,Male,2020-07-07,National City
21426,Jon,NULL,Raje,Male,2020-10-17,Colma
21427,Kelly,NULL,Foster,Female,2020-11-28,Port Orchard
21428,Jada,A,Brooks,Female,2020-11-22,Burien
21429,Isabella,D,Sandberg,Female,2020-12-18,Portland
21430,Savannah,P,Morgan,Female,2020-09-14,Burbank
21431,Preston,NULL,Kapoor,Male,2020-12-26,Cliffside
21432,Melanie,A,Ward,Female,2020-03-06,Everett
21433,Gerald,NULL,Martinez,Male,2020-08-19,Concord
21434,Isabella,F,Smith,Female,2020-12-26,San Gabriel
21435,Connor,G,Alexander,Male,2020-12-18,Santa Monica
21436,Brandi,NULL,Serrano,Female,2020-12-26,Bremerton
21437,Whitney,NULL,Sara,Female,2020-12-23,Chula Vista
21438,Edward,NULL,Price,Male,2020-01-10,Santa Cruz
21439,Thomas,M,Clark,Male,2020-01-06,Redmond
21440,Ian,NULL,Morgan,Male,2019-12-29,Lincoln Acres
21441,Edward,NULL,Nelson,Male,2021-01-13,Port Hammond
21442,Savannah,E,Cook,Female,2020-02-11,La Jolla
21443,Zoe,D,Morgan,Female,2020-02-26,Olympia
21444,Blake,R,Lopez,Male,2020-05-25,Palo Alto
21445,Madeline,NULL,Evans,Female,2020-02-28,Bellingham
21446,Jeremy,NULL,Barnes,Male,2020-05-09,Vancouver
21447,Anthony,NULL,Harris,Male,2020-07-10,Port Hammond
21448,Jenna,D,Nelson,Female,2020-01-20,Concord
21449,Devon,NULL,Raheem,Male,2020-05-19,Concord
21450,Nathan,NULL,Bryant,Male,2020-10-29,Vancouver
21451,Jocelyn,NULL,Ross,Female,2020-06-24,Concord
21452,Seth,R,Bailey,Male,2020-06-29,Corvallis
21453,Wayne,NULL,Deng,Male,2020-03-08,Cliffside
21454,Alvin,NULL,Goldstein,Male,2020-10-29,Concord
21455,Samuel,E,Shan,Male,2020-05-12,Bellingham
21456,Dalton,NULL,Gonzales,Male,2020-05-07,Lebanon
21457,Jamie,NULL,Serrano,Male,2020-09-27,Beverly Hills
21458,Carson,NULL,Price,Male,2020-06-15,Lemon Grove
21459,Luis,M,Alexander,Male,2020-02-15,Torrance
21460,Jack,NULL,Carter,Male,2020-07-22,Spring Valley
21461,Elizabeth,A,Simmons,Female,2020-10-30,Port Hammond
21462,Katelyn,NULL,Nelson,Female,2020-12-18,Newport Beach
21463,Logan,F,Roberts,Male,2020-08-07,Spring Valley
21464,Miguel,NULL,Griffin,Male,2020-11-21,Langford
21465,Austin,NULL,Shan,Male,2020-01-10,San Francisco
21466,Austin,NULL,Jones,Male,2020-01-23,Lake Oswego
21467,David,C,Harris,Male,2020-09-18,Port Orchard
21468,Ethan,L,Yang,Male,2020-09-13,Lincoln Acres
21469,Caitlin,C,Bell,Female,2020-01-10,El Cajon
21470,Stephanie,NULL,Jenkins,Female,2020-01-18,Chula Vista
21471,Marcus,l,Carter,Male,2020-04-04,Langford
21472,Patrick,J,Ward,Male,2020-03-05,Glendale
21473,Stacy,S,Rubio,Female,2020-09-16,Burien
21474,Lucas,L,Gray,Male,2020-02-24,Kirkland
21475,Cassidy,NULL,Alexander,Female,2020-10-28,Daly City
21476,Hunter,NULL,Jenkins,Male,2020-10-23,Downey
21477,Katelyn,B,Watson,Female,2020-06-21,Mill Valley
21478,Abigail,R,Reed,Female,2020-10-13,National City
21479,Noah,B,Foster,Male,2020-10-22,San Diego
21480,Alfredo,P,Martin,Male,2020-12-26,Cliffside
21481,Jose,R,Diaz,Male,2020-09-07,Edmonds
21482,Haley,M,Flores,Female,2020-09-29,Lake Oswego
21483,Michelle,NULL,Bailey,Female,2020-10-16,Seattle
21484,Abigail,E,Coleman,Female,2020-10-09,Sedro Woolley
21485,Brandon,C,Clark,Male,2020-10-20,Spokane
21486,Suzanne,NULL,Gao,Female,2020-09-29,Burbank
21487,Jacqueline,R,Ramirez,Female,2020-01-16,Novato
21488,Madison,M,Henderson,Female,2020-01-12,San Diego
21489,Neil,L,Gutierrez,Male,2020-09-08,Cliffside
21490,Cole,NULL,Ward,Male,2020-11-23,Haney
21491,Joseph,M,Lewis,Male,2020-10-13,Kirkland
21492,Robert,NULL,Jai,Male,2020-05-31,Daly City
21493,Carson,NULL,Coleman,Male,2020-12-13,San Diego
21494,Kayla,NULL,Gonzales,Female,2020-08-11,N. Vancouver
21495,James,NULL,Hughes,Male,2020-12-28,Olympia
21496,Nichole,NULL,Rai,Female,2020-02-23,Beverly Hills
21497,Patrick,S,Cox,Male,2020-12-08,Chula Vista
21498,Cameron,NULL,Wilson,Male,2020-11-14,Coronado
21499,Bailey,L,Ramirez,Female,2020-11-03,San Carlos
21500,Devin,J,Long,Male,2020-02-18,Tacoma
21501,Deb,NULL,Foster,Male,2019-08-29,Oak Bay
21502,Morgan,NULL,Clark,Female,2020-10-14,Grossmont
21503,Melanie,K,Long,Female,2020-11-20,Lynnwood
21504,Chloe,D,Torres,Female,2020-10-16,Bremerton
21505,Ronald,NULL,Gonzalez,Male,2020-11-30,Paris
21506,Randall,NULL,Gutierrez,Male,2020-12-18,Poing
21507,Hunter,L,Smith,Male,2020-02-04,Billericay
21508,Suzanne,NULL,Li,Female,2019-11-29,Berks
21509,Michele,C,Lopez,Female,2019-11-30,London
21510,Carol,NULL,Perry,Female,2020-04-02,Bottrop
21511,Richard,D,Sanders,Male,2020-07-16,Peterborough
21512,Emma,I,Russell,Female,2020-09-24,Billericay
21513,Stacey,NULL,Xu,Female,2020-08-20,Paris
21514,Krystal,A,Zhu,Female,2020-05-31,München
21515,Barbara,NULL,Yuan,Female,2020-06-06,Bracknell
21516,Larry,NULL,Serrano,Male,2019-12-18,London
21517,Gerald,NULL,Subram,Male,2019-12-12,London
21518,Ruben,M,Madan,Male,2020-07-20,Paris
21519,Franklin,NULL,Becker,Male,2020-06-11,Werne
21520,Seth,NULL,Baker,Male,2020-10-31,Gateshead
21521,Joanna,NULL,Romero,Female,2020-08-16,Lille
21522,Morgan,C,Bryant,Female,2020-07-02,Paris
21523,Timothy,L,Green,Male,2021-01-28,Saarlouis
21524,Faith,V,Wood,Female,2021-01-28,Peterborough
21525,Victoria,L,Howard,Female,2020-02-16,Kirkby
21526,Jonathon,O,Munoz,Male,2020-08-22,Offenbach
21527,Sergio,NULL,Patel,Male,2020-12-26,Les Ulis
21528,Jay,J,Moreno,Male,2020-11-27,Paderborn
21529,Kristi,L,Martinez,Female,2020-11-24,Orleans
21530,Toni,NULL,Raman,Female,2020-08-08,Saint Ouen
21531,Kari,C,Vance,Female,2021-01-22,Saint-Denis
21532,Sierra,L,Turner,Female,2020-12-23,Saarlouis
21533,Gilbert,D,Tang,Male,2020-07-04,Milton Keynes
21534,Warren,F,Rai,Male,2019-11-28,London
21535,Alfredo,NULL,Sandberg,Male,2020-11-13,Roissy en Brie
21536,Billy,L,Rubio,Male,2020-09-18,Dresden
21537,Gloria,M,Navarro,Female,2020-12-09,Hamburg
21538,Tara,W,Luo,Female,2020-12-20,Bobigny
21539,Phillip,NULL,Raman,Male,2020-09-27,Versailles
21540,Ross,NULL,Rubio,Male,2019-12-04,London
21541,Daisy,NULL,Gutierrez,Female,2020-09-06,Peterborough
21542,Patricia,L,Vance,Female,2020-12-08,Bobigny
21543,Naomi,NULL,Romero,Female,2020-07-28,Les Ulis
21544,Gary,E,Moreno,Male,2020-11-07,High Wycombe
21545,Michele,M,Schmidt,Female,2019-12-17,York
21546,Cory,B,Garcia,Male,2020-09-30,Bottrop
21547,Brad,E,Raje,Male,2020-08-30,Gateshead
21548,Christy,E,Chander,Female,2020-09-19,London
21549,Jerome,J,Ruiz,Male,2020-03-04,Berlin
21550,Kara,L,Deng,Female,2020-08-09,Berlin
21551,Elijah,D,Butler,Male,2020-08-02,Sunbury
21552,Francis,NULL,Alvarez,Male,2019-02-10,Brisbane
21553,Allen,NULL,Suri,Male,2019-02-28,Townsville
21554,Molly,NULL,Rana,Female,2020-08-25,Goulburn
21555,Jarrod,C,Madan,Male,2019-02-20,Melbourne
21556,Gloria,G,Serrano,Female,2019-02-04,Silverwater
21557,Kate,NULL,Lal,Female,2019-02-27,Lavender Bay
21558,Nicole,A,Coleman,Female,2019-02-22,Goulburn
21559,Pedro,NULL,Malhotra,Male,2019-02-17,Rockhampton
21560,Kristopher,L,Lopez,Male,2019-02-19,Melbourne
21561,Albert,L,Navarro,Male,2019-01-30,Matraville
21562,Drew,M,Jai,Male,2019-03-21,Darlinghurst
21563,Carla,L,Mehta,Female,2020-03-01,Hawthorne
21564,Erica,A,Liu,Female,2020-05-10,Townsville
21565,Sheena,J,Shan,Female,2020-02-17,Caloundra
21566,Jermaine,NULL,Garcia,Male,2020-02-24,East Brisbane
21567,Candace,L,Sanchez,Female,2019-03-10,Sydney
21568,Jacquelyn,J,Hernandez,Female,2019-03-03,Gold Coast
21569,Brendan,A,Rai,Male,2019-03-24,Lane Cove
21570,Barry,A,Kovár,Male,2019-03-16,North Ryde
21571,Darryl,K,Yang,Male,2019-03-12,Matraville
21572,Randall,NULL,Ramos,Male,2019-03-07,Malabar
21573,Jimmy,E,Munoz,Male,2020-08-09,Rhodes
21574,Fernando,NULL,Lewis,Male,2020-02-12,Sedro Woolley
21575,Justin,NULL,Foster,Male,2019-12-30,Fremont
21576,Benjamin,NULL,Gonzales,Male,2020-01-25,Oregon City
21577,Tiffany,NULL,Ma,Female,2020-12-03,Cliffside
21578,Jordan,P,Green,Male,2020-08-26,Tacoma
